PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.147,0.191,0.476,0.048,0.115,0.147,0.445,0.238,0.031,0.491,0.509
0.094,0.256,0.506,0.038,0.088,0.094,0.538,0.194,0.038,0.631,0.369
0.106,0.241,0.479,0.046,0.111,0.106,0.477,0.215,0.041,0.566,0.434
0.144,0.211,0.534,0.085,0.121,0.144,0.528,0.247,0.052,0.479,0.521
0.169,0.157,0.494,0.022,0.101,0.169,0.472,0.202,0.067,0.461,0.539
0.052,0.288,0.527,0.068,0.055,0.052,0.535,0.175,0.015,0.657,0.343
0.131,0.219,0.468,0.013,0.118,0.131,0.494,0.211,0.038,0.435,0.565
0.138,0.159,0.539,0.063,0.077,0.138,0.522,0.225,0.024,0.524,0.476
0.128,0.249,0.466,0.056,0.099,0.128,0.496,0.236,0.048,0.511,0.489
0.131,0.328,0.328,0.016,0.131,0.131,0.402,0.221,0.131,0.533,0.467
0.145,0.13,0.6,0.095,0.069,0.145,0.558,0.262,0.032,0.487,0.513
0.146,0.209,0.43,0.051,0.144,0.146,0.431,0.256,0.024,0.469,0.531
0.129,0.214,0.525,0.062,0.113,0.129,0.532,0.233,0.048,0.489,0.511
0.193,0.16,0.519,0.08,0.08,0.193,0.481,0.278,0.021,0.449,0.551
0.131,0.228,0.456,0.039,0.129,0.131,0.473,0.238,0.017,0.403,0.597
0.106,0.21,0.535,0.074,0.079,0.106,0.531,0.227,0.029,0.565,0.435
0.197,0.197,0.426,0.033,0.066,0.197,0.459,0.246,0.082,0.492,0.508
0.137,0.182,0.525,0.036,0.078,0.137,0.499,0.23,0.039,0.573,0.427
0.125,0.224,0.521,0.03,0.103,0.125,0.456,0.179,0.038,0.544,0.456
0.115,0.217,0.544,0.077,0.09,0.115,0.516,0.237,0.017,0.616,0.384
0.142,0.205,0.531,0.05,0.069,0.142,0.538,0.215,0.033,0.403,0.597
0.155,0.205,0.457,0.032,0.104,0.155,0.492,0.262,0.047,0.454,0.546
0.102,0.173,0.598,0.039,0.044,0.102,0.551,0.154,0.032,0.58,0.42
0.202,0.302,0.38,0.039,0.07,0.202,0.473,0.264,0.062,0.442,0.558
0.152,0.206,0.43,0.045,0.094,0.152,0.471,0.265,0.022,0.475,0.525
0.228,0.198,0.338,0.051,0.036,0.228,0.347,0.33,0.025,0.462,0.538
0.092,0.218,0.554,0.054,0.058,0.092,0.551,0.19,0.024,0.558,0.442
0.112,0.249,0.485,0.038,0.097,0.112,0.529,0.199,0.058,0.528,0.472
0.098,0.194,0.572,0.051,0.069,0.098,0.54,0.194,0.051,0.536,0.464
0.246,0.246,0.405,0.048,0.056,0.246,0.413,0.317,0.024,0.484,0.516
0.162,0.229,0.477,0.049,0.079,0.162,0.511,0.237,0.03,0.492,0.508
0.138,0.218,0.488,0.018,0.127,0.138,0.47,0.218,0.023,0.468,0.532
0.096,0.198,0.571,0.104,0.06,0.096,0.539,0.24,0.021,0.626,0.374
0.082,0.17,0.661,0.061,0.078,0.082,0.677,0.155,0.023,0.589,0.411
0.09,0.194,0.565,0.03,0.067,0.09,0.502,0.18,0.044,0.592,0.408
0.136,0.176,0.508,0.04,0.106,0.136,0.508,0.211,0.035,0.452,0.548
0.159,0.209,0.461,0.019,0.074,0.159,0.481,0.229,0.047,0.45,0.55
0.127,0.199,0.514,0.061,0.088,0.127,0.519,0.193,0.05,0.47,0.53
0.117,0.223,0.546,0.069,0.106,0.117,0.551,0.217,0.043,0.494,0.506
0.18,0.222,0.384,0.063,0.066,0.18,0.407,0.294,0.069,0.487,0.513
0.135,0.166,0.533,0.031,0.058,0.135,0.544,0.193,0.039,0.548,0.452
0.158,0.15,0.524,0.044,0.062,0.158,0.507,0.231,0.028,0.471,0.529
0.141,0.254,0.434,0.039,0.059,0.141,0.444,0.2,0.034,0.424,0.576
0.124,0.276,0.442,0.039,0.133,0.124,0.472,0.207,0.035,0.486,0.514
0.098,0.163,0.587,0.043,0.065,0.098,0.554,0.152,0.011,0.489,0.511
0.158,0.18,0.475,0.06,0.124,0.158,0.463,0.272,0.021,0.481,0.519
0.152,0.217,0.469,0.051,0.101,0.152,0.487,0.237,0.056,0.448,0.552
0.191,0.16,0.482,0.038,0.059,0.191,0.471,0.253,0.024,0.407,0.593
0.105,0.193,0.566,0.048,0.054,0.105,0.563,0.184,0.042,0.605,0.395
0.116,0.175,0.547,0.047,0.081,0.116,0.509,0.2,0.053,0.525,0.475
0.151,0.214,0.501,0.058,0.08,0.151,0.554,0.247,0.069,0.515,0.485
0.111,0.198,0.514,0.039,0.087,0.111,0.491,0.194,0.035,0.545,0.455
0.162,0.179,0.463,0.017,0.083,0.162,0.467,0.249,0.039,0.45,0.55
0.092,0.18,0.592,0.028,0.052,0.092,0.584,0.156,0.044,0.612,0.388
0.151,0.212,0.425,0.061,0.061,0.151,0.475,0.24,0.084,0.536,0.464
0.167,0.23,0.4,0.042,0.106,0.167,0.391,0.288,0.018,0.53,0.47
0.156,0.237,0.451,0.069,0.121,0.156,0.428,0.237,0.017,0.48,0.52
0.139,0.184,0.52,0.049,0.078,0.139,0.537,0.209,0.061,0.455,0.545
0.116,0.227,0.488,0.084,0.106,0.116,0.491,0.276,0.025,0.578,0.422
0.142,0.21,0.454,0.046,0.069,0.142,0.483,0.246,0.049,0.492,0.508
0.132,0.187,0.502,0.074,0.095,0.132,0.511,0.256,0.048,0.496,0.504
0.164,0.14,0.48,0.023,0.099,0.164,0.456,0.234,0.041,0.392,0.608
0.144,0.254,0.397,0.024,0.139,0.144,0.416,0.244,0.005,0.498,0.502
0.081,0.209,0.567,0.055,0.093,0.081,0.559,0.184,0.013,0.524,0.476
0.264,0.198,0.406,0.038,0.094,0.264,0.387,0.321,0.038,0.387,0.613
0.117,0.234,0.502,0.068,0.077,0.117,0.524,0.218,0.022,0.508,0.492
0.126,0.216,0.505,0.05,0.117,0.126,0.514,0.207,0.005,0.486,0.514
0.227,0.212,0.313,0.035,0.062,0.227,0.333,0.31,0.038,0.434,0.566
0.118,0.216,0.499,0.045,0.118,0.118,0.476,0.227,0.036,0.51,0.49
0.136,0.185,0.498,0.049,0.123,0.136,0.492,0.228,0.038,0.5,0.5
0.104,0.142,0.643,0.038,0.106,0.104,0.619,0.167,0.016,0.422,0.578
0.118,0.214,0.513,0.044,0.047,0.118,0.517,0.201,0.052,0.51,0.49
0.093,0.186,0.505,0.052,0.103,0.093,0.464,0.206,0.021,0.598,0.402
0.15,0.189,0.53,0.045,0.057,0.15,0.491,0.225,0.048,0.525,0.475
0.088,0.088,0.765,0.029,0.147,0.088,0.735,0.118,0.029,0.441,0.559
0.083,0.1,0.542,0.042,0.042,0.083,0.517,0.133,0.017,0.583,0.417
0.221,0.172,0.497,0.034,0.076,0.221,0.441,0.276,0.028,0.483,0.517
0.105,0.234,0.547,0.043,0.047,0.105,0.551,0.168,0.031,0.496,0.504
0.143,0.227,0.439,0.033,0.079,0.143,0.478,0.23,0.054,0.446,0.554
0.16,0.195,0.431,0.039,0.095,0.16,0.416,0.249,0.028,0.426,0.574
0.155,0.155,0.519,0.053,0.087,0.155,0.519,0.246,0.023,0.508,0.492
0.14,0.208,0.498,0.045,0.086,0.14,0.484,0.249,0.023,0.502,0.498
0.152,0.19,0.491,0.045,0.111,0.152,0.495,0.239,0.042,0.467,0.533
0.1,0.206,0.479,0.028,0.156,0.1,0.433,0.204,0.026,0.533,0.467
0.115,0.19,0.549,0.055,0.065,0.115,0.526,0.203,0.03,0.584,0.416
0.154,0.248,0.407,0.039,0.084,0.154,0.431,0.255,0.023,0.464,0.536
0.108,0.278,0.485,0.029,0.083,0.108,0.477,0.183,0.079,0.589,0.411
0.14,0.255,0.424,0.04,0.072,0.14,0.433,0.215,0.053,0.474,0.526
0.124,0.234,0.497,0.065,0.083,0.124,0.521,0.237,0.024,0.598,0.402
0.173,0.157,0.551,0.059,0.043,0.173,0.481,0.265,0.011,0.568,0.432
0.121,0.191,0.541,0.06,0.08,0.121,0.498,0.216,0.031,0.568,0.432
0.143,0.193,0.537,0.061,0.078,0.143,0.545,0.217,0.029,0.52,0.48
0.139,0.215,0.471,0.036,0.09,0.139,0.471,0.202,0.049,0.466,0.534
0.128,0.214,0.493,0.043,0.059,0.128,0.47,0.206,0.024,0.544,0.456
0.167,0.178,0.546,0.098,0.057,0.167,0.592,0.282,0.017,0.546,0.454
0.192,0.212,0.452,0.029,0.096,0.192,0.413,0.279,0.048,0.49,0.51
0.159,0.208,0.465,0.042,0.087,0.159,0.485,0.234,0.055,0.498,0.502
0.13,0.22,0.49,0.055,0.13,0.13,0.46,0.215,0.035,0.405,0.595
0.118,0.158,0.557,0.061,0.061,0.118,0.518,0.224,0.083,0.531,0.469
0.18,0.194,0.465,0.041,0.074,0.18,0.465,0.286,0.046,0.488,0.512
0.155,0.205,0.457,0.032,0.079,0.155,0.445,0.227,0.019,0.527,0.473
0.194,0.173,0.408,0.02,0.071,0.194,0.439,0.245,0.02,0.367,0.633
0.141,0.241,0.495,0.028,0.076,0.141,0.495,0.214,0.05,0.503,0.497
0.127,0.159,0.573,0.05,0.056,0.127,0.531,0.203,0.024,0.541,0.459
0.138,0.245,0.447,0.045,0.115,0.138,0.479,0.245,0.062,0.488,0.512
0.154,0.174,0.528,0.039,0.043,0.154,0.491,0.216,0.055,0.511,0.489
0.181,0.16,0.493,0.049,0.062,0.181,0.403,0.278,0.007,0.521,0.479
0.142,0.197,0.474,0.023,0.092,0.142,0.449,0.206,0.03,0.46,0.54
0.146,0.18,0.478,0.056,0.073,0.146,0.466,0.236,0.051,0.455,0.545
0.124,0.236,0.466,0.037,0.093,0.124,0.478,0.211,0.043,0.484,0.516
0.135,0.135,0.534,0.044,0.078,0.135,0.493,0.233,0.03,0.52,0.48
0.135,0.229,0.459,0.041,0.053,0.135,0.441,0.241,0.047,0.541,0.459
0.15,0.168,0.478,0.035,0.027,0.15,0.5,0.208,0.035,0.5,0.5
0.119,0.176,0.544,0.026,0.088,0.119,0.501,0.203,0.022,0.469,0.531
0.104,0.209,0.547,0.068,0.054,0.104,0.528,0.195,0.041,0.53,0.47
0.243,0.206,0.463,0.044,0.051,0.243,0.5,0.294,0.037,0.434,0.566
0.19,0.246,0.414,0.051,0.067,0.19,0.455,0.265,0.075,0.495,0.505
0.122,0.207,0.48,0.047,0.089,0.122,0.486,0.22,0.045,0.504,0.496
0.119,0.22,0.472,0.03,0.086,0.119,0.452,0.2,0.03,0.469,0.531
0.173,0.192,0.466,0.045,0.094,0.173,0.463,0.242,0.057,0.406,0.594
0.175,0.12,0.503,0.038,0.126,0.175,0.475,0.24,0.027,0.448,0.552
0.13,0.21,0.487,0.071,0.076,0.13,0.492,0.252,0.084,0.5,0.5
0.172,0.124,0.535,0.045,0.103,0.172,0.489,0.239,0.024,0.447,0.553
0.177,0.177,0.456,0,0.076,0.177,0.456,0.215,0.051,0.342,0.658
0.138,0.085,0.567,0.032,0.064,0.138,0.521,0.238,0.032,0.482,0.518
0.128,0.253,0.537,0.149,0.066,0.128,0.545,0.301,0.053,0.617,0.383
0.11,0.251,0.472,0.051,0.116,0.11,0.511,0.237,0.031,0.585,0.415
0.158,0.188,0.467,0.048,0.115,0.158,0.442,0.248,0.036,0.43,0.57
0.143,0.169,0.483,0.026,0.07,0.143,0.481,0.223,0.044,0.457,0.543
0.102,0.26,0.496,0.045,0.089,0.102,0.516,0.211,0.012,0.533,0.467
0.101,0.199,0.443,0.086,0.06,0.101,0.443,0.327,0.015,0.634,0.366
0.146,0.198,0.503,0.058,0.068,0.146,0.513,0.237,0.029,0.549,0.451
0.113,0.231,0.432,0.023,0.131,0.113,0.435,0.243,0.014,0.486,0.514
0.131,0.191,0.487,0.04,0.121,0.131,0.487,0.221,0.045,0.467,0.533
0.101,0.223,0.532,0.068,0.093,0.101,0.504,0.201,0.012,0.551,0.449
0.096,0.241,0.538,0.079,0.086,0.096,0.543,0.233,0.034,0.619,0.381
0.107,0.143,0.619,0.143,0.107,0.107,0.571,0.298,0.036,0.583,0.417
0.131,0.157,0.529,0.092,0.105,0.131,0.516,0.255,0.033,0.516,0.484
0.151,0.144,0.538,0.041,0.067,0.151,0.495,0.226,0.012,0.529,0.471
0.058,0.311,0.534,0.058,0.097,0.058,0.529,0.16,0.068,0.68,0.32
0.125,0.198,0.521,0.041,0.089,0.125,0.493,0.206,0.03,0.521,0.479
0.136,0.108,0.528,0.028,0.034,0.136,0.483,0.21,0.045,0.472,0.528
0.109,0.231,0.483,0.029,0.08,0.109,0.513,0.189,0.046,0.445,0.555
0.106,0.175,0.47,0.041,0.037,0.106,0.47,0.189,0.018,0.525,0.475
0.145,0.214,0.503,0.019,0.075,0.145,0.509,0.201,0.044,0.472,0.528
0.153,0.197,0.436,0.043,0.081,0.153,0.441,0.265,0.02,0.396,0.604
0.379,0.152,0.273,0.045,0.015,0.379,0.273,0.561,0.015,0.439,0.561
0.142,0.178,0.502,0.03,0.053,0.142,0.505,0.195,0.059,0.436,0.564
0.157,0.223,0.449,0.039,0.039,0.157,0.462,0.223,0.013,0.423,0.577
0.131,0.212,0.51,0.058,0.112,0.131,0.514,0.208,0.027,0.456,0.544
0.176,0.11,0.533,0.049,0.082,0.176,0.505,0.269,0.027,0.407,0.593
0.14,0.171,0.519,0.031,0.078,0.14,0.543,0.248,0.031,0.481,0.519
0.154,0.224,0.448,0.042,0.091,0.154,0.517,0.231,0.091,0.434,0.566
0.165,0.107,0.524,0.078,0.058,0.165,0.481,0.262,0.015,0.466,0.534
0.115,0.252,0.411,0.033,0.093,0.115,0.446,0.245,0.041,0.491,0.509
0.183,0.251,0.376,0.053,0.047,0.183,0.402,0.271,0.027,0.55,0.45
0.169,0.221,0.466,0.074,0.028,0.169,0.549,0.285,0.095,0.58,0.42
0.121,0.195,0.544,0.04,0.114,0.121,0.518,0.176,0.022,0.515,0.485
0.112,0.154,0.598,0.059,0.047,0.112,0.556,0.213,0.03,0.574,0.426
0.108,0.175,0.542,0.047,0.04,0.108,0.545,0.209,0.03,0.529,0.471
0.157,0.172,0.437,0.032,0.152,0.157,0.431,0.254,0.035,0.391,0.609
0.138,0.151,0.566,0.059,0.079,0.138,0.526,0.204,0.039,0.507,0.493
0.16,0.176,0.454,0.044,0.162,0.16,0.451,0.271,0.03,0.433,0.567
0.073,0.238,0.525,0.076,0.108,0.073,0.546,0.222,0.019,0.629,0.371
0.099,0.214,0.546,0.053,0.117,0.099,0.491,0.224,0.023,0.624,0.376
0.112,0.223,0.496,0.056,0.105,0.112,0.499,0.214,0.055,0.496,0.504
0.149,0.182,0.535,0.05,0.071,0.149,0.489,0.221,0.026,0.55,0.45
0.142,0.216,0.466,0.037,0.087,0.142,0.475,0.223,0.034,0.433,0.567
0.113,0.186,0.572,0.057,0.046,0.113,0.538,0.196,0.048,0.522,0.478
0.129,0.226,0.476,0.016,0.093,0.129,0.468,0.206,0.032,0.48,0.52
0.119,0.184,0.527,0.03,0.049,0.119,0.505,0.184,0.051,0.589,0.411
0.115,0.209,0.519,0.035,0.07,0.115,0.523,0.202,0.007,0.53,0.47
0.216,0.189,0.436,0.027,0.064,0.216,0.443,0.28,0.057,0.462,0.538
0.162,0.215,0.473,0.042,0.097,0.162,0.487,0.239,0.038,0.498,0.502
0.154,0.19,0.478,0.056,0.098,0.154,0.492,0.263,0.045,0.43,0.57
0.152,0.143,0.519,0.048,0.076,0.152,0.522,0.228,0.034,0.481,0.519
0.106,0.26,0.515,0.093,0.084,0.106,0.485,0.242,0.026,0.559,0.441
0.116,0.184,0.56,0.048,0.08,0.116,0.536,0.205,0.048,0.558,0.442
0.111,0.197,0.537,0.07,0.107,0.111,0.447,0.225,0.029,0.541,0.459
0.154,0.172,0.512,0.045,0.111,0.154,0.477,0.228,0.029,0.403,0.597
0.138,0.192,0.476,0.033,0.105,0.138,0.479,0.225,0.042,0.494,0.506
0.17,0.124,0.541,0.04,0.038,0.17,0.499,0.247,0.064,0.488,0.512
0.163,0.213,0.404,0.006,0.107,0.163,0.449,0.213,0.084,0.371,0.629
0.164,0.243,0.418,0.026,0.079,0.164,0.455,0.212,0.053,0.455,0.545
0.13,0.145,0.57,0.073,0.083,0.13,0.57,0.223,0.016,0.508,0.492
0.122,0.216,0.493,0.094,0.089,0.122,0.521,0.263,0.023,0.432,0.568
0.135,0.187,0.494,0.052,0.12,0.135,0.506,0.213,0.041,0.438,0.562
0.119,0.282,0.439,0.047,0.087,0.119,0.477,0.247,0.044,0.552,0.448
0.129,0.161,0.571,0.058,0.061,0.129,0.574,0.203,0.026,0.548,0.452
0.12,0.21,0.518,0.042,0.081,0.12,0.508,0.214,0.036,0.557,0.443
0.126,0.166,0.524,0.037,0.077,0.126,0.519,0.209,0.029,0.507,0.493
0.136,0.185,0.534,0.033,0.059,0.136,0.499,0.21,0.041,0.548,0.452
0.181,0.179,0.434,0.032,0.112,0.181,0.448,0.264,0.025,0.403,0.597
0.144,0.154,0.462,0.031,0.087,0.144,0.431,0.272,0.046,0.508,0.492
0.118,0.188,0.485,0.034,0.081,0.118,0.515,0.23,0.062,0.482,0.518
0.115,0.158,0.556,0.036,0.05,0.115,0.525,0.198,0.036,0.525,0.475
0.102,0.207,0.485,0.084,0.117,0.102,0.503,0.243,0.054,0.536,0.464
0.128,0.265,0.448,0.082,0.059,0.128,0.476,0.259,0.034,0.545,0.455
0.078,0.216,0.589,0.041,0.134,0.078,0.582,0.165,0.037,0.492,0.508
0.124,0.223,0.5,0.044,0.091,0.124,0.496,0.219,0.029,0.478,0.522
0.109,0.223,0.557,0.058,0.082,0.109,0.528,0.191,0.042,0.57,0.43
0.176,0.183,0.542,0.065,0.042,0.176,0.51,0.288,0.042,0.539,0.461
0.253,0.158,0.425,0.034,0.068,0.253,0.411,0.322,0.007,0.411,0.589
0.114,0.287,0.472,0.113,0.043,0.114,0.478,0.279,0.06,0.55,0.45
0.139,0.163,0.499,0.044,0.091,0.139,0.465,0.233,0.047,0.449,0.551
0.153,0.198,0.496,0.052,0.104,0.153,0.47,0.231,0.034,0.496,0.504
0.161,0.206,0.44,0.037,0.087,0.161,0.472,0.243,0.032,0.463,0.537
0.134,0.206,0.521,0.021,0.052,0.134,0.49,0.17,0.015,0.49,0.51
0.248,0.203,0.471,0.059,0.065,0.248,0.444,0.333,0.033,0.386,0.614
0.142,0.183,0.481,0.031,0.075,0.142,0.478,0.22,0.037,0.512,0.488
0.043,0.116,0.797,0.043,0.043,0.043,0.783,0.087,0.029,0.522,0.478
0.075,0.376,0.425,0.032,0.075,0.075,0.409,0.167,0.183,0.694,0.306
0.126,0.157,0.543,0.047,0.071,0.126,0.535,0.213,0.039,0.48,0.52
0.151,0.283,0.398,0.024,0.03,0.151,0.428,0.223,0.06,0.446,0.554
0.124,0.219,0.499,0.06,0.077,0.124,0.494,0.23,0.04,0.543,0.457
0.182,0.163,0.443,0.059,0.049,0.182,0.448,0.305,0.034,0.493,0.507
0.1,0.238,0.51,0.053,0.116,0.1,0.518,0.191,0.036,0.546,0.454
0.226,0.286,0.405,0.071,0.06,0.226,0.488,0.31,0.095,0.5,0.5
0.18,0.211,0.422,0.031,0.109,0.18,0.406,0.227,0.055,0.5,0.5
0.127,0.205,0.491,0.031,0.099,0.127,0.476,0.205,0.033,0.469,0.531
0.153,0.213,0.486,0.068,0.094,0.153,0.483,0.244,0.061,0.468,0.532
0.108,0.256,0.466,0.05,0.116,0.108,0.466,0.216,0.021,0.584,0.416
0.142,0.121,0.582,0.071,0.035,0.142,0.56,0.255,0.05,0.574,0.426
0.09,0.243,0.508,0.017,0.056,0.09,0.508,0.164,0.062,0.61,0.39
0.08,0.277,0.534,0.053,0.103,0.08,0.509,0.173,0.027,0.643,0.357
0.125,0.165,0.567,0.059,0.074,0.125,0.53,0.203,0.032,0.487,0.513
0.121,0.145,0.612,0.042,0.065,0.121,0.528,0.192,0.033,0.593,0.407
0.107,0.267,0.44,0.053,0.087,0.107,0.48,0.22,0.053,0.433,0.567
0.1,0.211,0.535,0.051,0.068,0.1,0.498,0.181,0.024,0.521,0.479
0.118,0.254,0.472,0.059,0.118,0.118,0.463,0.227,0.071,0.549,0.451
0.11,0.201,0.52,0.033,0.062,0.11,0.473,0.172,0.062,0.491,0.509
0.13,0.261,0.435,0.014,0.036,0.13,0.478,0.167,0.036,0.558,0.442
0.075,0.231,0.562,0.062,0.069,0.075,0.55,0.212,0.05,0.612,0.388
0.111,0.255,0.455,0.058,0.147,0.111,0.455,0.232,0.029,0.503,0.497
0.157,0.145,0.494,0.031,0.067,0.157,0.49,0.243,0.047,0.439,0.561
0.18,0.148,0.545,0.063,0.122,0.18,0.519,0.259,0.021,0.429,0.571
0.158,0.204,0.461,0.013,0.125,0.158,0.48,0.237,0.02,0.493,0.507
0.117,0.182,0.551,0.062,0.051,0.117,0.547,0.219,0.051,0.555,0.445
0.096,0.241,0.594,0.046,0.18,0.096,0.617,0.165,0.05,0.452,0.548
0.137,0.25,0.51,0.097,0.057,0.137,0.567,0.253,0.077,0.56,0.44
0.16,0.176,0.504,0.084,0.056,0.16,0.496,0.276,0.052,0.5,0.5
0.155,0.183,0.493,0.014,0.092,0.155,0.472,0.246,0.049,0.472,0.528
0.087,0.187,0.648,0.053,0.166,0.087,0.615,0.168,0.057,0.488,0.512
0.134,0.173,0.522,0.051,0.094,0.134,0.53,0.207,0.033,0.47,0.53
0.136,0.147,0.55,0.054,0.098,0.136,0.468,0.229,0.046,0.501,0.499
0.104,0.271,0.541,0.09,0.063,0.104,0.473,0.229,0.043,0.672,0.328
0.114,0.256,0.415,0.023,0.028,0.114,0.438,0.188,0.04,0.472,0.528
0.189,0.207,0.45,0.027,0.081,0.189,0.495,0.27,0.036,0.414,0.586
0.124,0.23,0.495,0.048,0.062,0.124,0.514,0.23,0.048,0.558,0.442
0.169,0.12,0.506,0.023,0.078,0.169,0.477,0.234,0.036,0.432,0.568
0.145,0.149,0.542,0.064,0.07,0.145,0.503,0.234,0.057,0.536,0.464
0.102,0.218,0.456,0.027,0.061,0.102,0.463,0.184,0.027,0.503,0.497
0.215,0.186,0.506,0.064,0.076,0.215,0.459,0.291,0.023,0.477,0.523
0.147,0.147,0.561,0.034,0.031,0.147,0.546,0.187,0.034,0.531,0.469
0.136,0.236,0.447,0.042,0.113,0.136,0.463,0.217,0.052,0.479,0.521
0.146,0.157,0.574,0.05,0.082,0.146,0.548,0.201,0.012,0.534,0.466
0.192,0.222,0.397,0.037,0.091,0.192,0.435,0.28,0.04,0.421,0.579
0.103,0.287,0.449,0.051,0.096,0.103,0.471,0.243,0.088,0.61,0.39
0.111,0.212,0.444,0.04,0.091,0.111,0.444,0.172,0.04,0.414,0.586
0.185,0.152,0.457,0.028,0.094,0.185,0.457,0.24,0.025,0.405,0.595
0.111,0.177,0.559,0.064,0.078,0.111,0.567,0.207,0.036,0.545,0.455
0.066,0.266,0.533,0.077,0.088,0.066,0.516,0.184,0.033,0.681,0.319
0.13,0.22,0.445,0.032,0.093,0.13,0.451,0.255,0.051,0.486,0.514
0.151,0.157,0.541,0.05,0.094,0.151,0.535,0.239,0.019,0.484,0.516
0.162,0.223,0.44,0.053,0.092,0.162,0.453,0.269,0.035,0.468,0.532
0.113,0.205,0.529,0.073,0.092,0.113,0.517,0.229,0.034,0.505,0.495
0.088,0.291,0.481,0.122,0.069,0.088,0.559,0.253,0.015,0.626,0.374
0.146,0.273,0.434,0.03,0.096,0.146,0.46,0.192,0.04,0.48,0.52
0.153,0.227,0.45,0.036,0.094,0.153,0.382,0.225,0.032,0.523,0.477
0.073,0.185,0.666,0.03,0.106,0.073,0.631,0.127,0.062,0.463,0.537
0.144,0.21,0.497,0.043,0.074,0.144,0.517,0.22,0.051,0.45,0.55
0.105,0.331,0.451,0.045,0.075,0.105,0.579,0.241,0.09,0.549,0.451
0.138,0.186,0.508,0.042,0.109,0.138,0.478,0.255,0.042,0.51,0.49
0.028,0.306,0.583,0.028,0.111,0.028,0.611,0.083,0.028,0.444,0.556
0.166,0.154,0.475,0.037,0.111,0.166,0.448,0.249,0.03,0.417,0.583
0.164,0.126,0.481,0.033,0.066,0.164,0.481,0.281,0.022,0.426,0.574
0.127,0.209,0.514,0.046,0.118,0.127,0.483,0.219,0.029,0.531,0.469
0.113,0.2,0.548,0.052,0.058,0.113,0.528,0.206,0.032,0.522,0.478
0.095,0.184,0.551,0.025,0.076,0.095,0.519,0.19,0.051,0.595,0.405
0.11,0.156,0.598,0.078,0.09,0.11,0.563,0.212,0.049,0.546,0.454
0.13,0.241,0.502,0.046,0.064,0.13,0.528,0.192,0.031,0.587,0.413
0.173,0.182,0.462,0.049,0.072,0.173,0.461,0.263,0.036,0.44,0.56
0.118,0.194,0.519,0.068,0.093,0.118,0.515,0.249,0.025,0.561,0.439
0.084,0.145,0.566,0.036,0.072,0.084,0.566,0.157,0.024,0.494,0.506
0.129,0.143,0.536,0.045,0.107,0.129,0.518,0.214,0.045,0.522,0.478
0.162,0.202,0.5,0.045,0.091,0.162,0.515,0.263,0.04,0.47,0.53
0.122,0.161,0.559,0.06,0.071,0.122,0.524,0.203,0.01,0.474,0.526
0.232,0.134,0.533,0.076,0.065,0.232,0.46,0.333,0.014,0.507,0.493
0.157,0.148,0.511,0.061,0.074,0.157,0.502,0.24,0.057,0.445,0.555
0.16,0.134,0.496,0.05,0.042,0.16,0.471,0.252,0.034,0.462,0.538
0.124,0.21,0.496,0.048,0.098,0.124,0.492,0.207,0.042,0.469,0.531
0.134,0.188,0.49,0.046,0.084,0.134,0.519,0.213,0.096,0.481,0.519
0.15,0.108,0.567,0.042,0.042,0.15,0.55,0.225,0.092,0.475,0.525
0.125,0.211,0.487,0.099,0.086,0.125,0.431,0.27,0.01,0.53,0.47
0.17,0.258,0.404,0.069,0.055,0.17,0.414,0.287,0.043,0.533,0.467
0.163,0.191,0.54,0.042,0.056,0.163,0.553,0.205,0.033,0.512,0.488
0.119,0.182,0.535,0.048,0.041,0.119,0.498,0.201,0.026,0.55,0.45
0.157,0.162,0.549,0.048,0.056,0.157,0.484,0.228,0.015,0.511,0.489
0.179,0.157,0.522,0.056,0.086,0.179,0.483,0.252,0.045,0.422,0.578
0.163,0.241,0.482,0.035,0.071,0.163,0.532,0.206,0.05,0.504,0.496
0.127,0.188,0.529,0.029,0.09,0.127,0.509,0.208,0.038,0.514,0.486
0.121,0.168,0.585,0.047,0.054,0.121,0.558,0.178,0.035,0.526,0.474
0.105,0.208,0.551,0.062,0.064,0.105,0.536,0.211,0.021,0.622,0.378
0.108,0.231,0.516,0.029,0.054,0.108,0.505,0.184,0.04,0.56,0.44
0.162,0.16,0.445,0.045,0.09,0.162,0.438,0.265,0.04,0.428,0.572
0.156,0.151,0.523,0.06,0.098,0.156,0.516,0.235,0.041,0.429,0.571
0.118,0.216,0.555,0.09,0.078,0.118,0.445,0.237,0.037,0.567,0.433
0.106,0.123,0.648,0.07,0.026,0.106,0.59,0.176,0.035,0.648,0.352
0.152,0.232,0.442,0.043,0.125,0.152,0.462,0.225,0.043,0.449,0.551
0.122,0.206,0.511,0.039,0.077,0.122,0.499,0.208,0.055,0.566,0.434
0.153,0.187,0.557,0.107,0.057,0.153,0.553,0.282,0.042,0.447,0.553
0.127,0.17,0.568,0.059,0.064,0.127,0.583,0.198,0.038,0.524,0.476
0.123,0.21,0.521,0.045,0.074,0.123,0.521,0.194,0.074,0.511,0.489
0.17,0.123,0.498,0.034,0.072,0.17,0.502,0.26,0.026,0.43,0.57
0.118,0.221,0.47,0.047,0.133,0.118,0.466,0.232,0.024,0.524,0.476
0.132,0.172,0.558,0.06,0.119,0.132,0.517,0.216,0.041,0.467,0.533
